"activity_id","course_id","meeting_times","meeting_days","building","room","quarter"
"CSE332 AB","https://course-app-api.planning.sis.uw.edu/api/courses/CSE%20121/details?courseId=9f0283ac-b8f0-46cc-834e-2d6cb06573cb","9:40 AM - 10:40 AM","Th","SAV","130","SU 23"
"CSE332 AC","https://course-app-api.planning.sis.uw.edu/api/courses/CSE%20121/details?courseId=9f0283ac-b8f0-46cc-834e-2d6cb06573cb","10:50 AM - 11:50 AM","Th","GUG","218","SU 23"
"CSE332 AD","https://course-app-api.planning.sis.uw.edu/api/courses/CSE%20121/details?courseId=9f0283ac-b8f0-46cc-834e-2d6cb06573cb","3:30 PM - 4:20 PM","Th","DEN","113","AU 23"
"CSE332 AE","https://course-app-api.planning.sis.uw.edu/api/courses/CSE%20121/details?courseId=9f0283ac-b8f0-46cc-834e-2d6cb06573cb","11:30 AM - 12:20 PM","Th","SAV","168","AU 23"
"CSE333 A","https://course-app-api.planning.sis.uw.edu/api/courses/CSE%20121/details?courseId=8c8b7cad-07a8-413b-8623-e407510f5b8c","1:10 PM - 2:10 PM","MWF","THO","125","SU 23"
"CSE333 AA","https://course-app-api.planning.sis.uw.edu/api/courses/CSE%20121/details?courseId=8c8b7cad-07a8-413b-8623-e407510f5b8c","10:50 AM - 11:50 AM","Th","ECE","105","SU 23"
"CSE333 AB","https://course-app-api.planning.sis.uw.edu/api/courses/CSE%20121/details?courseId=8c8b7cad-07a8-413b-8623-e407510f5b8c","10:50 AM - 11:50 AM","Th","SAV","264","SU 23"
"CSE333 AC","https://course-app-api.planning.sis.uw.edu/api/courses/CSE%20121/details?courseId=8c8b7cad-07a8-413b-8623-e407510f5b8c","10:30 AM - 11:20 AM","Th","ECE","042","AU 23"
"CSE333 AD","https://course-app-api.planning.sis.uw.edu/api/courses/CSE%20121/details?courseId=8c8b7cad-07a8-413b-8623-e407510f5b8c","11:30 AM - 12:20 PM","Th","LOW","101","AU 23"
"CSE333 AE","https://course-app-api.planning.sis.uw.edu/api/courses/CSE%20121/details?courseId=8c8b7cad-07a8-413b-8623-e407510f5b8c","12:30 PM - 1:20 PM","Th","ECE","025","AU 23"
"CSE333 A","https://course-app-api.planning.sis.uw.edu/api/courses/CSE%20121/details?courseId=8c8b7cad-07a8-413b-8623-e407510f5b8c","1:10 PM - 2:10 PM","MWF","THO","125","SU 23"
"CSE333 AA","https://course-app-api.planning.sis.uw.edu/api/courses/CSE%20121/details?courseId=8c8b7cad-07a8-413b-8623-e407510f5b8c","10:50 AM - 11:50 AM","Th","ECE","105","SU 23"
"CSE333 AB","https://course-app-api.planning.sis.uw.edu/api/courses/CSE%20121/details?courseId=8c8b7cad-07a8-413b-8623-e407510f5b8c","10:50 AM - 11:50 AM","Th","SAV","264","SU 23"
"CSE333 AC","https://course-app-api.planning.sis.uw.edu/api/courses/CSE%20121/details?courseId=8c8b7cad-07a8-413b-8623-e407510f5b8c","10:30 AM - 11:20 AM","Th","ECE","042","AU 23"
"CSE333 AD","https://course-app-api.planning.sis.uw.edu/api/courses/CSE%20121/details?courseId=8c8b7cad-07a8-413b-8623-e407510f5b8c","11:30 AM - 12:20 PM","Th","LOW","101","AU 23"
"CSE333 AE","https://course-app-api.planning.sis.uw.edu/api/courses/CSE%20121/details?courseId=8c8b7cad-07a8-413b-8623-e407510f5b8c","12:30 PM - 1:20 PM","Th","ECE","025","AU 23"
"CSE344 A","https://course-app-api.planning.sis.uw.edu/api/courses/CSE%20121/details?courseId=02a5a416-3b3d-4ae6-92c9-4ef0b9075c0d","2:20 PM - 3:20 PM","MWF","ARC","147","SU 23"
"CSE344 AA","https://course-app-api.planning.sis.uw.edu/api/courses/CSE%20121/details?courseId=02a5a416-3b3d-4ae6-92c9-4ef0b9075c0d","2:20 PM - 3:20 PM","Th","BAG","131","SU 23"
"CSE344 AB","https://course-app-api.planning.sis.uw.edu/api/courses/CSE%20121/details?courseId=02a5a416-3b3d-4ae6-92c9-4ef0b9075c0d","1:10 PM - 2:10 PM","Th","JHN","026","SU 23"
"CSE344 AC","https://course-app-api.planning.sis.uw.edu/api/courses/CSE%20121/details?courseId=02a5a416-3b3d-4ae6-92c9-4ef0b9075c0d","11:30 AM - 12:20 PM","Th","MGH","242","AU 23"
"CSE344 AD","https://course-app-api.planning.sis.uw.edu/api/courses/CSE%20121/details?courseId=02a5a416-3b3d-4ae6-92c9-4ef0b9075c0d","12:30 PM - 1:20 PM","Th","MGH","242","AU 23"
"CSE344 AE","https://course-app-api.planning.sis.uw.edu/api/courses/CSE%20121/details?courseId=02a5a416-3b3d-4ae6-92c9-4ef0b9075c0d","8:30 AM - 9:20 AM","Th","MGH","228","AU 23"
"CSE344 A","https://course-app-api.planning.sis.uw.edu/api/courses/CSE%20121/details?courseId=02a5a416-3b3d-4ae6-92c9-4ef0b9075c0d","2:20 PM - 3:20 PM","MWF","ARC","147","SU 23"
"CSE344 AA","https://course-app-api.planning.sis.uw.edu/api/courses/CSE%20121/details?courseId=02a5a416-3b3d-4ae6-92c9-4ef0b9075c0d","2:20 PM - 3:20 PM","Th","BAG","131","SU 23"
"CSE344 AB","https://course-app-api.planning.sis.uw.edu/api/courses/CSE%20121/details?courseId=02a5a416-3b3d-4ae6-92c9-4ef0b9075c0d","1:10 PM - 2:10 PM","Th","JHN","026","SU 23"
"CSE344 AC","https://course-app-api.planning.sis.uw.edu/api/courses/CSE%20121/details?courseId=02a5a416-3b3d-4ae6-92c9-4ef0b9075c0d","11:30 AM - 12:20 PM","Th","MGH","242","AU 23"
"CSE344 AD","https://course-app-api.planning.sis.uw.edu/api/courses/CSE%20121/details?courseId=02a5a416-3b3d-4ae6-92c9-4ef0b9075c0d","12:30 PM - 1:20 PM","Th","MGH","242","AU 23"
"CSE344 AE","https://course-app-api.planning.sis.uw.edu/api/courses/CSE%20121/details?courseId=02a5a416-3b3d-4ae6-92c9-4ef0b9075c0d","8:30 AM - 9:20 AM","Th","MGH","228","AU 23"
"CSE351 A","https://course-app-api.planning.sis.uw.edu/api/courses/CSE%20121/details?courseId=04c9372d-6922-4bd9-9be7-90a6a8c81ffb","1:10 PM - 2:10 PM","MWF","GWN","201","SU 23"
"CSE351 AA","https://course-app-api.planning.sis.uw.edu/api/courses/CSE%20121/details?courseId=04c9372d-6922-4bd9-9be7-90a6a8c81ffb","10:50 AM - 11:50 AM","Th","PCAR","192","SU 23"
"CSE351 AB","https://course-app-api.planning.sis.uw.edu/api/courses/CSE%20121/details?courseId=04c9372d-6922-4bd9-9be7-90a6a8c81ffb","12:00 PM - 1:00 PM","Th","MUE","155","SU 23"
"CSE351 AC","https://course-app-api.planning.sis.uw.edu/api/courses/CSE%20121/details?courseId=04c9372d-6922-4bd9-9be7-90a6a8c81ffb","10:30 AM - 11:20 AM","Th","CMU","B006","AU 23"
"CSE351 AD","https://course-app-api.planning.sis.uw.edu/api/courses/CSE%20121/details?courseId=04c9372d-6922-4bd9-9be7-90a6a8c81ffb","11:30 AM - 12:20 PM","Th","LOW","102","AU 23"
"CSE351 AE","https://course-app-api.planning.sis.uw.edu/api/courses/CSE%20121/details?courseId=04c9372d-6922-4bd9-9be7-90a6a8c81ffb","12:30 PM - 1:20 PM","Th","SIG","226","AU 23"
"CSE351 AF","https://course-app-api.planning.sis.uw.edu/api/courses/CSE%20121/details?courseId=04c9372d-6922-4bd9-9be7-90a6a8c81ffb","11:30 AM - 12:20 PM","Th","RAI","116","AU 23"
"CSE351 AG","https://course-app-api.planning.sis.uw.edu/api/courses/CSE%20121/details?courseId=04c9372d-6922-4bd9-9be7-90a6a8c81ffb","10:30 AM - 11:20 AM","Th","JHN","026","AU 23"
"CSE351 AH","https://course-app-api.planning.sis.uw.edu/api/courses/CSE%20121/details?courseId=04c9372d-6922-4bd9-9be7-90a6a8c81ffb","1:30 PM - 2:20 PM","Th","SIG","226","AU 23"
"CSE351 B","https://course-app-api.planning.sis.uw.edu/api/courses/CSE%20121/details?courseId=04c9372d-6922-4bd9-9be7-90a6a8c81ffb","12:30 PM - 1:20 PM","MWF","THO","101","AU 23"
"CSE351 BA","https://course-app-api.planning.sis.uw.edu/api/courses/CSE%20121/details?courseId=04c9372d-6922-4bd9-9be7-90a6a8c81ffb","12:30 PM - 1:20 PM","Th","MGH","238","AU 23"
"CSE351 BB","https://course-app-api.planning.sis.uw.edu/api/courses/CSE%20121/details?courseId=04c9372d-6922-4bd9-9be7-90a6a8c81ffb","1:30 PM - 2:20 PM","Th","MGH","254","AU 23"
"CSE351 BC","https://course-app-api.planning.sis.uw.edu/api/courses/CSE%20121/details?courseId=04c9372d-6922-4bd9-9be7-90a6a8c81ffb","2:30 PM - 3:20 PM","Th","SAV","156","AU 23"
"CSE351 BD","https://course-app-api.planning.sis.uw.edu/api/courses/CSE%20121/details?courseId=04c9372d-6922-4bd9-9be7-90a6a8c81ffb","3:30 PM - 4:20 PM","Th","SIG","230","AU 23"
"CSE351 C","https://course-app-api.planning.sis.uw.edu/api/courses/CSE%20121/details?courseId=04c9372d-6922-4bd9-9be7-90a6a8c81ffb","11:30 AM - 12:20 PM","MWF","CSE2","G20","AU 23"
"CSE351 CA","https://course-app-api.planning.sis.uw.edu/api/courses/CSE%20121/details?courseId=04c9372d-6922-4bd9-9be7-90a6a8c81ffb","8:30 AM - 9:20 AM","Th","ECE","025","AU 23"
"CSE351 CB","https://course-app-api.planning.sis.uw.edu/api/courses/CSE%20121/details?courseId=04c9372d-6922-4bd9-9be7-90a6a8c81ffb","9:30 AM - 10:20 AM","Th","MOR","221","AU 23"
"CSE351 CC","https://course-app-api.planning.sis.uw.edu/api/courses/CSE%20121/details?courseId=04c9372d-6922-4bd9-9be7-90a6a8c81ffb","10:30 AM - 11:20 AM","Th","CMU","B006","AU 23"
"CSE351 CD","https://course-app-api.planning.sis.uw.edu/api/courses/CSE%20121/details?courseId=04c9372d-6922-4bd9-9be7-90a6a8c81ffb","11:30 AM - 12:20 PM","Th","LOW","102","AU 23"
"CSE351 CE","https://course-app-api.planning.sis.uw.edu/api/courses/CSE%20121/details?courseId=04c9372d-6922-4bd9-9be7-90a6a8c81ffb","12:30 PM - 1:20 PM","Th","SIG","226","AU 23"
"CSE351 CF","https://course-app-api.planning.sis.uw.edu/api/courses/CSE%20121/details?courseId=04c9372d-6922-4bd9-9be7-90a6a8c81ffb","11:30 AM - 12:20 PM","Th","RAI","116","AU 23"
"CSE351 CG","https://course-app-api.planning.sis.uw.edu/api/courses/CSE%20121/details?courseId=04c9372d-6922-4bd9-9be7-90a6a8c81ffb","10:30 AM - 11:20 AM","Th","JHN","026","AU 23"
"CSE351 CH","https://course-app-api.planning.sis.uw.edu/api/courses/CSE%20121/details?courseId=04c9372d-6922-4bd9-9be7-90a6a8c81ffb","1:30 PM - 2:20 PM","Th","SIG","226","AU 23"
"CSE351 D","https://course-app-api.planning.sis.uw.edu/api/courses/CSE%20121/details?courseId=04c9372d-6922-4bd9-9be7-90a6a8c81ffb","12:30 PM - 1:20 PM","MWF","THO","101","AU 23"
"CSE351 DA","https://course-app-api.planning.sis.uw.edu/api/courses/CSE%20121/details?courseId=04c9372d-6922-4bd9-9be7-90a6a8c81ffb","12:30 PM - 1:20 PM","Th","MGH","238","AU 23"
"CSE351 DB","https://course-app-api.planning.sis.uw.edu/api/courses/CSE%20121/details?courseId=04c9372d-6922-4bd9-9be7-90a6a8c81ffb","1:30 PM - 2:20 PM","Th","MGH","254","AU 23"
"CSE351 DC","https://course-app-api.planning.sis.uw.edu/api/courses/CSE%20121/details?courseId=04c9372d-6922-4bd9-9be7-90a6a8c81ffb","2:30 PM - 3:20 PM","Th","SAV","156","AU 23"
"CSE351 DD","https://course-app-api.planning.sis.uw.edu/api/courses/CSE%20121/details?courseId=04c9372d-6922-4bd9-9be7-90a6a8c81ffb","3:30 PM - 4:20 PM","Th","SIG","230","AU 23"
"CSE351 A","https://course-app-api.planning.sis.uw.edu/api/courses/CSE%20121/details?courseId=04c9372d-6922-4bd9-9be7-90a6a8c81ffb","1:10 PM - 2:10 PM","MWF","GWN","201","SU 23"
"CSE351 AA","https://course-app-api.planning.sis.uw.edu/api/courses/CSE%20121/details?courseId=04c9372d-6922-4bd9-9be7-90a6a8c81ffb","10:50 AM - 11:50 AM","Th","PCAR","192","SU 23"
"CSE351 AB","https://course-app-api.planning.sis.uw.edu/api/courses/CSE%20121/details?courseId=04c9372d-6922-4bd9-9be7-90a6a8c81ffb","12:00 PM - 1:00 PM","Th","MUE","155","SU 23"
"CSE351 AC","https://course-app-api.planning.sis.uw.edu/api/courses/CSE%20121/details?courseId=04c9372d-6922-4bd9-9be7-90a6a8c81ffb","10:30 AM - 11:20 AM","Th","CMU","B006","AU 23"
"CSE351 AD","https://course-app-api.planning.sis.uw.edu/api/courses/CSE%20121/details?courseId=04c9372d-6922-4bd9-9be7-90a6a8c81ffb","11:30 AM - 12:20 PM","Th","LOW","102","AU 23"
"CSE351 AE","https://course-app-api.planning.sis.uw.edu/api/courses/CSE%20121/details?courseId=04c9372d-6922-4bd9-9be7-90a6a8c81ffb","12:30 PM - 1:20 PM","Th","SIG","226","AU 23"
"CSE351 AF","https://course-app-api.planning.sis.uw.edu/api/courses/CSE%20121/details?courseId=04c9372d-6922-4bd9-9be7-90a6a8c81ffb","11:30 AM - 12:20 PM","Th","RAI","116","AU 23"
"CSE351 AG","https://course-app-api.planning.sis.uw.edu/api/courses/CSE%20121/details?courseId=04c9372d-6922-4bd9-9be7-90a6a8c81ffb","10:30 AM - 11:20 AM","Th","JHN","026","AU 23"
"CSE351 AH","https://course-app-api.planning.sis.uw.edu/api/courses/CSE%20121/details?courseId=04c9372d-6922-4bd9-9be7-90a6a8c81ffb","1:30 PM - 2:20 PM","Th","SIG","226","AU 23"
"CSE351 B","https://course-app-api.planning.sis.uw.edu/api/courses/CSE%20121/details?courseId=04c9372d-6922-4bd9-9be7-90a6a8c81ffb","12:30 PM - 1:20 PM","MWF","THO","101","AU 23"
"CSE351 BA","https://course-app-api.planning.sis.uw.edu/api/courses/CSE%20121/details?courseId=04c9372d-6922-4bd9-9be7-90a6a8c81ffb","12:30 PM - 1:20 PM","Th","MGH","238","AU 23"
"CSE351 BB","https://course-app-api.planning.sis.uw.edu/api/courses/CSE%20121/details?courseId=04c9372d-6922-4bd9-9be7-90a6a8c81ffb","1:30 PM - 2:20 PM","Th","MGH","254","AU 23"
"CSE351 BC","https://course-app-api.planning.sis.uw.edu/api/courses/CSE%20121/details?courseId=04c9372d-6922-4bd9-9be7-90a6a8c81ffb","2:30 PM - 3:20 PM","Th","SAV","156","AU 23"
"CSE351 BD","https://course-app-api.planning.sis.uw.edu/api/courses/CSE%20121/details?courseId=04c9372d-6922-4bd9-9be7-90a6a8c81ffb","3:30 PM - 4:20 PM","Th","SIG","230","AU 23"
"CSE351 C","https://course-app-api.planning.sis.uw.edu/api/courses/CSE%20121/details?courseId=04c9372d-6922-4bd9-9be7-90a6a8c81ffb","11:30 AM - 12:20 PM","MWF","CSE2","G20","AU 23"
"CSE351 CA","https://course-app-api.planning.sis.uw.edu/api/courses/CSE%20121/details?courseId=04c9372d-6922-4bd9-9be7-90a6a8c81ffb","8:30 AM - 9:20 AM","Th","ECE","025","AU 23"
"CSE351 CB","https://course-app-api.planning.sis.uw.edu/api/courses/CSE%20121/details?courseId=04c9372d-6922-4bd9-9be7-90a6a8c81ffb","9:30 AM - 10:20 AM","Th","MOR","221","AU 23"
"CSE351 CC","https://course-app-api.planning.sis.uw.edu/api/courses/CSE%20121/details?courseId=04c9372d-6922-4bd9-9be7-90a6a8c81ffb","10:30 AM - 11:20 AM","Th","CMU","B006","AU 23"
"CSE351 CD","https://course-app-api.planning.sis.uw.edu/api/courses/CSE%20121/details?courseId=04c9372d-6922-4bd9-9be7-90a6a8c81ffb","11:30 AM - 12:20 PM","Th","LOW","102","AU 23"
"CSE351 CE","https://course-app-api.planning.sis.uw.edu/api/courses/CSE%20121/details?courseId=04c9372d-6922-4bd9-9be7-90a6a8c81ffb","12:30 PM - 1:20 PM","Th","SIG","226","AU 23"
"CSE351 CF","https://course-app-api.planning.sis.uw.edu/api/courses/CSE%20121/details?courseId=04c9372d-6922-4bd9-9be7-90a6a8c81ffb","11:30 AM - 12:20 PM","Th","RAI","116","AU 23"
"CSE351 CG","https://course-app-api.planning.sis.uw.edu/api/courses/CSE%20121/details?courseId=04c9372d-6922-4bd9-9be7-90a6a8c81ffb","10:30 AM - 11:20 AM","Th","JHN","026","AU 23"
"CSE351 CH","https://course-app-api.planning.sis.uw.edu/api/courses/CSE%20121/details?courseId=04c9372d-6922-4bd9-9be7-90a6a8c81ffb","1:30 PM - 2:20 PM","Th","SIG","226","AU 23"
"CSE351 D","https://course-app-api.planning.sis.uw.edu/api/courses/CSE%20121/details?courseId=04c9372d-6922-4bd9-9be7-90a6a8c81ffb","12:30 PM - 1:20 PM","MWF","THO","101","AU 23"
"CSE351 DA","https://course-app-api.planning.sis.uw.edu/api/courses/CSE%20121/details?courseId=04c9372d-6922-4bd9-9be7-90a6a8c81ffb","12:30 PM - 1:20 PM","Th","MGH","238","AU 23"
"CSE351 DB","https://course-app-api.planning.sis.uw.edu/api/courses/CSE%20121/details?courseId=04c9372d-6922-4bd9-9be7-90a6a8c81ffb","1:30 PM - 2:20 PM","Th","MGH","254","AU 23"
"CSE351 DC","https://course-app-api.planning.sis.uw.edu/api/courses/CSE%20121/details?courseId=04c9372d-6922-4bd9-9be7-90a6a8c81ffb","2:30 PM - 3:20 PM","Th","SAV","156","AU 23"
"CSE351 DD","https://course-app-api.planning.sis.uw.edu/api/courses/CSE%20121/details?courseId=04c9372d-6922-4bd9-9be7-90a6a8c81ffb","3:30 PM - 4:20 PM","Th","SIG","230","AU 23"
"EE 371 A","https://course-app-api.planning.sis.uw.edu/api/courses/CSE%20121/details?courseId=738ba1a5-8b77-4ba1-b122-91d6d1c3b364","10:50 AM - 1:00 PM","TTh","ECE","269","SU 23"
"EE 371 A","https://course-app-api.planning.sis.uw.edu/api/courses/CSE%20121/details?courseId=738ba1a5-8b77-4ba1-b122-91d6d1c3b364","10:50 AM - 1:00 PM","TTh","ECE","269","SU 23"
"CSE373 A","https://course-app-api.planning.sis.uw.edu/api/courses/CSE%20121/details?courseId=7208dc05-e2a7-4064-b3fc-3e5e182472cb","1:10 PM - 2:10 PM","MWF","SMI","120","SU 23"
"CSE373 AA","https://course-app-api.planning.sis.uw.edu/api/courses/CSE%20121/details?courseId=7208dc05-e2a7-4064-b3fc-3e5e182472cb","12:00 PM - 1:00 PM","Th","ECE","105","SU 23"
"CSE373 AB","https://course-app-api.planning.sis.uw.edu/api/courses/CSE%20121/details?courseId=7208dc05-e2a7-4064-b3fc-3e5e182472cb","1:10 PM - 2:10 PM","Th","GWN","301","SU 23"
"CSE373 AC","https://course-app-api.planning.sis.uw.edu/api/courses/CSE%20121/details?courseId=7208dc05-e2a7-4064-b3fc-3e5e182472cb","1:10 PM - 2:10 PM","Th","ARC","160","SU 23"
"CSE373 AD","https://course-app-api.planning.sis.uw.edu/api/courses/CSE%20121/details?courseId=7208dc05-e2a7-4064-b3fc-3e5e182472cb","2:20 PM - 3:20 PM","Th","ARC","160","SU 23"
"CSE373 AE","https://course-app-api.planning.sis.uw.edu/api/courses/CSE%20121/details?courseId=7208dc05-e2a7-4064-b3fc-3e5e182472cb","10:50 AM - 11:50 AM","Th","MLR","301","SU 23"
"CSE373 AF","https://course-app-api.planning.sis.uw.edu/api/courses/CSE%20121/details?courseId=7208dc05-e2a7-4064-b3fc-3e5e182472cb","3:30 PM - 4:20 PM","Th","SAV","155","AU 23"
"CSE373 AG","https://course-app-api.planning.sis.uw.edu/api/courses/CSE%20121/details?courseId=7208dc05-e2a7-4064-b3fc-3e5e182472cb","8:30 AM - 9:20 AM","Th","MGH","242","AU 23"
"CSE373 AH","https://course-app-api.planning.sis.uw.edu/api/courses/CSE%20121/details?courseId=7208dc05-e2a7-4064-b3fc-3e5e182472cb","12:30 PM - 1:20 PM","Th","MOR","225","AU 23"
"CSE373 AI","https://course-app-api.planning.sis.uw.edu/api/courses/CSE%20121/details?courseId=7208dc05-e2a7-4064-b3fc-3e5e182472cb","3:30 PM - 4:20 PM","Th","DEN","258","AU 23"
"CSE373 AJ","https://course-app-api.planning.sis.uw.edu/api/courses/CSE%20121/details?courseId=7208dc05-e2a7-4064-b3fc-3e5e182472cb","2:30 PM - 3:20 PM","Th","MGH","242","AU 23"
"CSE373 A","https://course-app-api.planning.sis.uw.edu/api/courses/CSE%20121/details?courseId=7208dc05-e2a7-4064-b3fc-3e5e182472cb","1:10 PM - 2:10 PM","MWF","SMI","120","SU 23"
"CSE373 AA","https://course-app-api.planning.sis.uw.edu/api/courses/CSE%20121/details?courseId=7208dc05-e2a7-4064-b3fc-3e5e182472cb","12:00 PM - 1:00 PM","Th","ECE","105","SU 23"
"CSE373 AB","https://course-app-api.planning.sis.uw.edu/api/courses/CSE%20121/details?courseId=7208dc05-e2a7-4064-b3fc-3e5e182472cb","1:10 PM - 2:10 PM","Th","GWN","301","SU 23"
"CSE373 AC","https://course-app-api.planning.sis.uw.edu/api/courses/CSE%20121/details?courseId=7208dc05-e2a7-4064-b3fc-3e5e182472cb","1:10 PM - 2:10 PM","Th","ARC","160","SU 23"
"CSE373 AD","https://course-app-api.planning.sis.uw.edu/api/courses/CSE%20121/details?courseId=7208dc05-e2a7-4064-b3fc-3e5e182472cb","2:20 PM - 3:20 PM","Th","ARC","160","SU 23"
"CSE373 AE","https://course-app-api.planning.sis.uw.edu/api/courses/CSE%20121/details?courseId=7208dc05-e2a7-4064-b3fc-3e5e182472cb","10:50 AM - 11:50 AM","Th","MLR","301","SU 23"
"CSE373 AF","https://course-app-api.planning.sis.uw.edu/api/courses/CSE%20121/details?courseId=7208dc05-e2a7-4064-b3fc-3e5e182472cb","3:30 PM - 4:20 PM","Th","SAV","155","AU 23"
"CSE373 AG","https://course-app-api.planning.sis.uw.edu/api/courses/CSE%20121/details?courseId=7208dc05-e2a7-4064-b3fc-3e5e182472cb","8:30 AM - 9:20 AM","Th","MGH","242","AU 23"
"CSE373 AH","https://course-app-api.planning.sis.uw.edu/api/courses/CSE%20121/details?courseId=7208dc05-e2a7-4064-b3fc-3e5e182472cb","12:30 PM - 1:20 PM","Th","MOR","225","AU 23"
"CSE373 AI","https://course-app-api.planning.sis.uw.edu/api/courses/CSE%20121/details?courseId=7208dc05-e2a7-4064-b3fc-3e5e182472cb","3:30 PM - 4:20 PM","Th","DEN","258","AU 23"
"CSE373 AJ","https://course-app-api.planning.sis.uw.edu/api/courses/CSE%20121/details?courseId=7208dc05-e2a7-4064-b3fc-3e5e182472cb","2:30 PM - 3:20 PM","Th","MGH","242","AU 23"
"CSE374 A","https://course-app-api.planning.sis.uw.edu/api/courses/CSE%20121/details?courseId=a0a9aae3-5fe3-421c-81e1-fa572fdd0103","10:50 AM - 11:50 AM","MWF","SMI","120","SU 23"
"CSE374 A","https://course-app-api.planning.sis.uw.edu/api/courses/CSE%20121/details?courseId=a0a9aae3-5fe3-421c-81e1-fa572fdd0103","10:50 AM - 11:50 AM","MWF","SMI","120","SU 23"
"CSE391 A","https://course-app-api.planning.sis.uw.edu/api/courses/CSE%20121/details?courseId=6b05d45b-358d-46c3-898e-7096e8fa9a7e","10:50 AM - 11:50 AM","T","CDH","139","SU 23"
"CSE391 B","https://course-app-api.planning.sis.uw.edu/api/courses/CSE%20121/details?courseId=6b05d45b-358d-46c3-898e-7096e8fa9a7e","1:30 PM - 2:20 PM","T","CSE2","G20","AU 23"
"CSE391 A","https://course-app-api.planning.sis.uw.edu/api/courses/CSE%20121/details?courseId=6b05d45b-358d-46c3-898e-7096e8fa9a7e","10:50 AM - 11:50 AM","T","CDH","139","SU 23"
"CSE391 B","https://course-app-api.planning.sis.uw.edu/api/courses/CSE%20121/details?courseId=6b05d45b-358d-46c3-898e-7096e8fa9a7e","1:30 PM - 2:20 PM","T","CSE2","G20","AU 23"
"CSE416 A","https://course-app-api.planning.sis.uw.edu/api/courses/CSE%20121/details?courseId=192e1424-5117-4c02-a3b2-3aaf4c3c3bb6","3:10 PM - 4:50 PM","MW","ECE","105","SU 23"
"CSE416 AA","https://course-app-api.planning.sis.uw.edu/api/courses/CSE%20121/details?courseId=192e1424-5117-4c02-a3b2-3aaf4c3c3bb6","9:40 AM - 10:40 AM","Th","SAV","164","SU 23"
"CSE416 AB","https://course-app-api.planning.sis.uw.edu/api/courses/CSE%20121/details?courseId=192e1424-5117-4c02-a3b2-3aaf4c3c3bb6","10:50 AM - 11:50 AM","Th","THO","331","SU 23"
"CSE416 AC","https://course-app-api.planning.sis.uw.edu/api/courses/CSE%20121/details?courseId=192e1424-5117-4c02-a3b2-3aaf4c3c3bb6","12:00 PM - 1:00 PM","Th","THO","331","SU 23"
"CSE416 AD","https://course-app-api.planning.sis.uw.edu/api/courses/CSE%20121/details?courseId=192e1424-5117-4c02-a3b2-3aaf4c3c3bb6","1:10 PM - 2:10 PM","Th","SAV","157","SU 23"
"CSE416 AE","https://course-app-api.planning.sis.uw.edu/api/courses/CSE%20121/details?courseId=192e1424-5117-4c02-a3b2-3aaf4c3c3bb6","2:20 PM - 3:20 PM","Th","SAV","157","SU 23"
"CSE416 AF","https://course-app-api.planning.sis.uw.edu/api/courses/CSE%20121/details?courseId=192e1424-5117-4c02-a3b2-3aaf4c3c3bb6","1:10 PM - 2:10 PM","Th","SAV","162","SU 23"
"CSE416 AG","https://course-app-api.planning.sis.uw.edu/api/courses/CSE%20121/details?courseId=192e1424-5117-4c02-a3b2-3aaf4c3c3bb6","3:30 PM - 4:20 PM","Th","DEN","110","AU 23"
"CSE416 AH","https://course-app-api.planning.sis.uw.edu/api/courses/CSE%20121/details?courseId=192e1424-5117-4c02-a3b2-3aaf4c3c3bb6","12:30 PM - 1:20 PM","Th","DEN","210","AU 23"
"CSE416 A","https://course-app-api.planning.sis.uw.edu/api/courses/CSE%20121/details?courseId=192e1424-5117-4c02-a3b2-3aaf4c3c3bb6","3:10 PM - 4:50 PM","MW","ECE","105","SU 23"
"CSE416 AA","https://course-app-api.planning.sis.uw.edu/api/courses/CSE%20121/details?courseId=192e1424-5117-4c02-a3b2-3aaf4c3c3bb6","9:40 AM - 10:40 AM","Th","SAV","164","SU 23"
"CSE416 AB","https://course-app-api.planning.sis.uw.edu/api/courses/CSE%20121/details?courseId=192e1424-5117-4c02-a3b2-3aaf4c3c3bb6","10:50 AM - 11:50 AM","Th","THO","331","SU 23"
"CSE416 AC","https://course-app-api.planning.sis.uw.edu/api/courses/CSE%20121/details?courseId=192e1424-5117-4c02-a3b2-3aaf4c3c3bb6","12:00 PM - 1:00 PM","Th","THO","331","SU 23"
"CSE416 AD","https://course-app-api.planning.sis.uw.edu/api/courses/CSE%20121/details?courseId=192e1424-5117-4c02-a3b2-3aaf4c3c3bb6","1:10 PM - 2:10 PM","Th","SAV","157","SU 23"
"CSE416 AE","https://course-app-api.planning.sis.uw.edu/api/courses/CSE%20121/details?courseId=192e1424-5117-4c02-a3b2-3aaf4c3c3bb6","2:20 PM - 3:20 PM","Th","SAV","157","SU 23"
"CSE416 AF","https://course-app-api.planning.sis.uw.edu/api/courses/CSE%20121/details?courseId=192e1424-5117-4c02-a3b2-3aaf4c3c3bb6","1:10 PM - 2:10 PM","Th","SAV","162","SU 23"
"CSE416 AG","https://course-app-api.planning.sis.uw.edu/api/courses/CSE%20121/details?courseId=192e1424-5117-4c02-a3b2-3aaf4c3c3bb6","3:30 PM - 4:20 PM","Th","DEN","110","AU 23"
